review,rating,final_text,sentiment
hadeh kemana semua ni gojek di Medan mesan makanan masa gak dapet' gojek ya Sampek di coba 2 kali pun gak dapet',2,hadeh semua ni gojek medan mesan makan masa tidak gojek sampek coba kali tidak,negatif
cepet bngt.trus bnyak diskon onkir..membantu bngt dsaat males kkuar rumah,5,cepat banget terus bnyak diskon onkir bantu banget dsaat males kkuar rumah,positif
Top markotop Dimurahin lagi dong GOJEK nya,5,bagus markotop dimurahin gojek,positif
ga bisa berbayar pake dana,1,tidak bayar pake dana,negatif
cepet respon nya kalo ada kesalahan👍👍👍👍,5,cepat respon kalau salah,positif
mantap memudahkan dalam segala hal,5,mantap mudah segala,positif
gajelas sistem gojek dapet driver jauh jauh padahal ada yang deket sistem nya bobrok gajelas,1,gajelas sistem gojek driver jauh jauh padahal deket sistem bobrok gajelas,negatif
apk jelek,1,aplikasi jelek,negatif
"sangat bagus, orang orang yang saya ketemui rata rata pada baik banget, tambah kan gaji mereka 😊😊🙏🏻",5,sangat bagus orang orang ketemu rata rata baik banget tambah kan gaji,positif
"thank you jek, jadi bisa makan.",5,thank you jek jadi makan,positif
riwayat orderan go food ga muncul jadi ga bisa komplen,1,riwayat order go food tidak muncul jadi tidak komplen,negatif
"Kalau lagi buru2, jangan pakai Gojek ini dah !! Selalu nyariin driver yang jauh dan lama walaupun udah pakai Prioritas dan bayar lebih mahal !! Mending pakai yang lain aja !!!",2,kalau buru jangan pakai gojek dah selalu nyariin driver jauh lama walaupun pakai prioritas bayar lebih mahal mending pakai,negatif
"gojek, ai lop yu😍",5,gojek ai lop yu,positif
masalah selalu dengan maps. masa pesan goofood buat alamat di kota bambu dari driver adanya di kemanggisan. tolong pihak gojek perbaiki masalah ini. saya jadi harus jalan jauh untuk mengambil makanan,1,masalah selalu maps masa pesan goofood buat alamat kota bambu driver ada manggis pihak gojek baik masalah jadi jalan jauh ambil makan,negatif
Driver dan mobil cukup nyaman,5,driver mobil cukup nyaman,positif
okke banget,5,okke banget,positif
pelayanan nya sangat puas,5,layan sangat puas,positif
terbantu sekali dengan gojek,5,bantu sekali gojek,positif
masih JD andalan,5,jadi andal,positif
sangat membantu mantaps dan keren,5,sangat bantu mantaps keren,positif
GOJEK SUDAH PELIT DAN TIDAK MEMBERIKAN PROMO.,1,gojek pelit tidak beri promo,negatif
kecewa berat,1,kecewa berat,negatif
"Tolong kasih tau ke para driver Go-Car supaya kalau dihubungi customer itu diangkat dn chatnya juga dibalas. Ini ditlpon gk diangkat, chat juga gk dibalas satupun. Posisi gak gerak"", sengaja kabur dari titik penjemputan. APAAN KYAK GITU. Narik tapi gk niat.!!!",1,kasih tau driver go car kalau hubung customer angkat dn chatnya balas ditlpon tidak angkat chat tidak balas satu posisi tidak gerak sengaja kabur titik jemput apa kyak gitu narik tidak niat,negatif
sulit untuk fitur chat Cs dan telpon 😡😡😡,1,sulit fitur chat customer service telpon,negatif
"dapet kurir minus akhlak mulu, pdhl udah nyoba di 3 kota yang berbeda, benerin adab kurir lu jek gojek",1,kurir minus akhlak mulu padahal nyoba kota beda benerin adab kurir kamu jek gojek,negatif
SAYA MAU UBAH TITIK SULIT SEKALI APLIKASI ALOT !,1,mau ubah titik sulit sekali aplikasi alot,negatif
udh bayar ga dateng',1,bayar tidak dateng,negatif
"min adain gojek di daerah kalbar, khusus nya di kabupaten sambas kecamatan tebas dong min please",3,admin adain gojek daerah kalbar khusus kabupaten sambas camat tebas admin please,netral
"Sekarang tidak ada diskon, jd males di gojek",3,sekarang tidak diskon jadi males gojek,netral
"penempatan set lokasi titik jemput otomatisnya perlu diperbaiki, membedakan otomatisasi lajur titik jemput dengan jalan di seberangnya",2,tempat set lokasi titik jemput otomatis perlu baik beda otomatisasi lajur titik jemput jalan seberang,negatif
akurat cepat murah aman nyaman,5,akurat cepat murah aman nyaman,positif
"mau pake gojek niatnya biar ga cape order makanan jauh ataupun dekat, ini malah pas order lama nyari driver nya... gausah jadi driver gojek deh sekalian klo pilih""",1,mau pake gojek niat tidak cape order makan jauh atau dekat malah pas order lama nyari driver gausah jadi driver gojek sekali kalau pilih,negatif
"FITUR CALL LO BENERIN WOI. SUSAH BANGET DAH NELPON TAPI SERING PUTUS"" WALAU SINYAL LANCAR. BENERIN ITU, DARI DULU JUGA KAYA GITU",1,fitur call kamu benerin woi susah banget dah nelpon sering putus walaupun sinyal lancar benerin dulu kaya gitu,negatif
bagus pokoknya mahh,5,bagus pokok mahh,positif
"ga solusi banget dalam posisi urgent, 3x pesan 3x gagal kecewaaa🙏🏻",1,tidak solusi banget posisi urgent pesan gagal kecewa,negatif
"order makanan nga sampe, udha bikin laporan ngajelas anda ada etika baik nga!!!!",1,order makan nga sampe udha bikin lapor ngajelas etika baik nga,negatif
"Atas kebaikan n keramahan bang driver, semoga tambah berkah n lancar rezekinya.. Terima kasih sy n istri.",5,atas baik ramah bang driver moga tambah berkah lancar rezeki terima kasih istri,positif
memuaskan dan terbaik,5,muas baik,positif
"susah bgt dpt driver, udh ada kali 2-3 tahun gini terus gada perkembangan",1,susah banget driver kali tahun gin terus gada kembang,negatif
mantap dan bisa di andalkan di semua waktu cepat tanggal dan konsisten bagus jelas lancar,5,mantap andal semua waktu cepat tanggal konsisten bagus jelas lancar,positif
bagus untuk perjalanan sedang/dekat,5,bagus jalan sedang dekat,positif
oke sip,5,oke sip,positif
Aplikasi membantu,5,aplikasi bantu,positif
membatu bget,5,batu bget,positif
"mudah di gunakan GK ribet,mantap",5,mudah guna tidak ribet mantap,positif
"tolong di permudah buat dapat driver yang deket, jangan yang jauh"" kasihan drivernya",5,mudah buat driver deket jangan jauh kasihan driver,positif
Pesanan datang tepat waktu dan Driverantap,5,pesan datang tepat waktu driverantap,positif
udah setengah jam lebih nunggu driver ga dapet dapet padahal udah pake prioritas 😤,2,tengah jam lebih nunggu driver tidak padahal pake prioritas,negatif
nyaman dan menyenangkan,5,nyaman senang,positif
Driver mengendarai dg baik,5,driver kendara baik,positif
Sukaaaaaa,5,sukaa,positif
pemakai hemat pada gatau diri driver 3 menit penjemputan dicancel dan banyak penumpang boti menjijikan,1,pakai hemat gatau diri driver menit jemput dicancel banyak tumpang bot jijik,negatif
"sangat tidak memuaskan, makin hari kita sering pesan melalui gocard, dan makin hari harga nya besar, padahal di aplikasi ada promo nya, di perhatikanagi",1,sangat tidak muas makin hari sering pesan lalu gocard makin hari harga besar padahal aplikasi promo perhatikanagi,negatif
"ini klo bisa si GK ush d ksih bintang kecewa bgt banyak bgt kena potongannya saldo saya tiba"" hilang",1,kalau si tidak ush ksih bintang kecewa banget banyak banget kena potong saldo tiba hilang,negatif
"Gojek is a comprehensive super app that offers reliable transportation, food delivery, digital payment, and various on-demand services. Its intuitive interface, fast performance, and dependable service make everyday activities more convenient and efficient.",5,gojek is comprehensive super app that offers reliable transportation food delivery digital payment and various on demand services its intuitive interface fast performance and dependable service make everyday activities more convenient and efficient,positif
"pelayanan bagus, kendaraan bersih",5,layan bagus kendara bersih,positif
"kadang susah, kadang gampang tolong d perbaiki trus ya",5,kadang susah kadang gampang baik terus,positif
"Aplikasi yang bagus,memudahkan",5,aplikasi bagus mudah,positif
saya lebih mudah dalam menjalani hari2,5,lebih mudah jalan hari,positif
"untuk gojek, tuk akun yang sudah lama tidak aktif dihapus saja. Saya cape nih log in pake no baru selalu ga bisa, karena no pemilik operator lama masih aktif, padahal dia sudah ganti akun dan no. Alhasil gojek dan gopay saya susah log in, ujungnya pake aplikasi sebelah yg lebih memudahkan ganti akun termasuk no hape. Aplikasi anak bangsa, tapi gimana mau maju klo registrasi ulang saja sulit.",3,gojek tuk akun lama tidak aktif hapus cape nih log in pake no baru selalu tidak no milik operator lama aktif padahal ganti akun no alhasil gojek gopay susah log in ujung pake aplikasi belah lebih mudah ganti akun masuk no hape aplikasi anak bangsa bagaimana mau maju kalau registrasi ulang sulit,netral
terbaik dalam pelayanan ke konsumen,5,baik layan konsumen,positif
"Poko nya mantaaaap..,👍",5,poko mantaap,positif
"apk penyelamat, nadiem semangat!!!",5,aplikasi selamat nadiem semangat,positif
putus mitra gak bisa mengajukan banding dan di tolak lebih baik ganti aplikasi lain saja,1,putus mitra tidak aju banding tolak lebih baik ganti aplikasi,negatif
bagus dan pelayanan cepat MANTAPPP!!,5,bagus layan cepat mantap,positif
benerin tarif nya kocak,1,benerin tarif kocak,negatif
tolong dong dari pihak gojek kalo emang gak mau bawa. jangan di ambil.. kasian orang menunggu.. seharusnya ada sangsi buat drever ojol nya,1,pihak gojek kalau memang tidak mau bawa jangan ambil kasi orang tunggu sangsi buat drever ojol,negatif
"BIAYA PENANGANAN DAN LAIN LAIN DI GOFOOD TERLALU TINGGI BOS, TIDAK LAMA LAGI ORANG ORANG AKAN MENINGGALKANMU",1,biaya tangan gofood terlalu tinggi bos tidak lama orang orang tinggal,negatif
"sangat memuaskan untuk pergi kemana mana,dan simpel untuk digunakan, layanan nya juga sangat cepat dan baik ,mau kemana aja jadi ga ribet karna ada aplikasi ini",5,sangat muas pergi mana simpel guna layan sangat cepat baik mau jadi tidak ribet aplikasi,positif
goood,5,good,positif
sangat membantu dalam membutuhkan kendaraan secara online,4,sangat bantu butuh kendara online,positif
"Alhamdulillah drivernya belum nemuin yg konyol, cuma selalu sy ingetin pak kalo dalam mobilnya bau rokok sy langsung cancel ya.",4,alhamdulillah driver belum nemuin konyol cuma selalu ingetin pak kalau mobil bau rokok langsung cancel,positif
semua driver ramah dan cepat,5,semua driver ramah cepat,positif
sip sip sip,5,sip sip sip,positif
selalu siap sedia,5,selalu siap sedia,positif
hemat,5,hemat,positif
terus tingkatkan untuk memberi promo atau diskon Gojek dan Gofood .. terima kasih,5,terus tingkat beri promo diskon gojek gofood terima kasih,positif
driver goride kebanyakan yang arogan!!!! not bad,1,driver goride banyak arogan not bad,negatif
mantap gojek sangat membantu masyarakat pada umumnya.,5,mantap gojek sangat bantu masyarakat umum,positif
aplikasi yang sangat bagus. TRIMA KASIH ATAS layanannya 🙏 sukses selalu🤲,5,aplikasi sangat bagus trima kasih atas layan sukses selalu,positif
"diarea kalimantan kenapa setiap orderan saya dibatalkan terus sama system. udah laper"", nyari driver suruh nunggu 1 jam, sekalinya dapet dibatalin, habis itu gak dapet"" driver, udah ke 4x nya kayak gini",1,area kalimantan order batal terus sama system laper nyari driver suruh nunggu jam sekali dibatalin habis tidak driver kayak gin,negatif
Makin lama tarifnya makin mahal saja...,5,makin lama tarif makin mahal,positif
"gak bisa liat rating sendiri, ngintip dari HP driver tiba tiba rating 3,56. Padahal gua ngasih cash sambil bilang makasih, driver gk tau jalan gw arahin, dan selalu pake helm. gw gak tau kesalahan gw di mana. Gak jelas",2,tidak liat rating sendiri ngintip handphone driver tiba tiba rating padahal ngasih cash bilang terima kasih driver tidak tau jalan arahin selalu pake helm tidak tau salah mana tidak jelas,negatif
aplikasi gojek memang bagus,5,aplikasi gojek memang bagus,positif
"go transit tidak bisa digunakan pada hari ini, sangat menghambat saya",1,go transit tidak guna hari sangat hambat,negatif
sy sangat kecewa sekali pengajuan go pinjam d tolak... padahal sy sdh melakukan pelunasan lebih awal..,1,sangat kecewa sekali aju go pinjam tolak padahal laku lunas lebih awal,negatif
Sangat membantu dalam menuju lokasi tujuan,5,sangat bantu tuju lokasi tuju,positif
Selalu setia pakai Gojek dr awal peluncuran,5,selalu setia pakai gojek awal luncur,positif
"Pesen Gocar sampe 1 Jam Lebih Dan Dapet Gocar yg Minta Tambah Argo Yg Jauh Banget Dari 86.500 Ke 200k Sebelum Saya Iyain Dia Gk Jalan,Karna Ini Yg Pulang Mama Saya Dan Adik Saya Yg Mau Sekolah Akhirnya Terakhir pesen Gocar Minta 150k Saya Iyain Dan Gongnya Mama Saya Dan Adik Saya Di Turunin Di Tengah Utan Dengan Alasan Klo Mau Nyampe Rumah 200k ,Karna Mama Saya Gk Mau Akhirnya Di Tinggal Gitu Aja ,Bayangin Di Tengah Utan Jam 17.55 ,Buat Mas Gocarnya Sampean Bener2 Bukan Manusia Sih ( Rangkas )",1,sen gocar sampe jam lebih gocar minta tambah argo jauh banget iyain tidak jalan pulang mama adik mau sekolah akhir akhir sen gocar minta iyain gong mama adik turunin tengah utan alas kalau mau nyampe rumah mama tidak mau akhir tinggal gitu bayangin tengah utan jam buat mas gocarnya sampean benar bukan manusia rangkas,negatif
"Buruk tarifnya suka naik drstis ketika jam sibuk, apalagi gerimis/hujan. sulit cari driver bahkan nolak klo jam sibuk",1,buruk tarif suka naik drstis jam sibuk gerimis hujan sulit cari driver bahkan nolak kalau jam sibuk,negatif
"Saya pesan Gocar tarif awal 150rb, pembayaran pakai gopay, tau2 pas cek riwayat di debet 170rb karena ada BIAYA JASA APLIKASI YG NGGA ADA DI AWAL PEMESANAN!!! Kok bisa ada biaya tersembunyi kaya gini???",1,pesan gocar tarif awal rb bayar pakai gopay tau pas cek riwayat debet rb biaya jasa aplikasi tidak awal mesan kok biaya sembunyi kaya gin,negatif
"kapitalis, cari driver lama",1,kapitalis cari driver lama,negatif
"dgn ada gojek SGT membantu sy dlm bepergian kemana""",5,gojek sangat bantu dlm pergi,positif
No bintang 5 ah ga ada pencetan 'batalin pesanan' pas lagi pesen 👎👎👎👎👎👎👎,1,no bintang ah tidak pencet batalin pesan pas sen,negatif
Driver gojek yang pakai motor pcx warna hitam dengan plat nomor A 3090 NT daerah pandeglang sering membuat orderan fiktif,3,driver gojek pakai motor pcx warna hitam plat nomor nt daerah pandeglang sering buat order fiktif,netral
kecewa makan tu uang haram.,2,kecewa makan tu uang haram,negatif
saya di tlpon pihak gojek di wa dengan nada yg tak pantas dan menghina saya memang gak jelas,1,tlpon pihak gojek wa nada tidak pantas hina memang tidak jelas,negatif
bagus banget cocok untuk transportasi,5,bagus banget cocok transportasi,positif
enak di pakai saat dibutuhkan,5,enak pakai butuh,positif
"Saya tidak bisa login aplikasi gojek dan gopay padahal sudah uninstall dan install kembali kedua aplikasi, lalu saya juga sudah hapus cache. Sudah restart hp, sudah aktifkan GPS dan saya menggunakan wifi yang sinyalnya sudah cukup kencang. Saldo saya kesangkut:(",1,tidak login aplikasi gojek gopay padahal uninstall install dua aplikasi lalu hapus cache restart handphone aktif gps guna wifi sinyal cukup kencang saldo sangkut,negatif
Driver sering menunda penjemputan dan sebgaja menjauhi titik sehingga batal otomatis sehingga saya sebagai pemesan kecewa dan harus menunggu lebih lama. sulit untuk melaporkan karena tidak tersedia fitur pelaporan driver yang sengaja bermain dan mengecewakan pengguna aplikasi.,1,driver sering tunda jemput sebgaja jauh titik batal otomatis mes kecewa tunggu lebih lama sulit lapor tidak sedia fitur lapor driver sengaja main kecewa guna aplikasi,negatif
"sangat bagus dan sangat memudahkan bagi yg mager , tapi udh lama pake app ini ongkirnya malah makin mahal pdhl jaraknya dekat, jadinya hrg ongkir lebih mahal 2x lipat dari makanan yg kita pesan, ☹️",5,sangat bagus sangat mudah mager lama pake app ongkirnya malah makin mahal padahal jarak dekat jadi hrg ongkir lebih mahal lipat makan pesan,positif
smua driver suruh pada belajar baca maps... udah jelas alamat dan deskripsi lokasi masih aja gak tau sama banyak tanya..,2,smua driver suruh ajar baca maps jelas alamat deskripsi lokasi tidak tau sama banyak tanya,negatif
